atomic_number,logtest,ldalabel,gnumarker,gnucolor
1,-0.119609223,2,5,10145074
1,-0.062020178,12,15,9699539
1,-0.066708511,7,2,4620980
1,-0.041182067,7,2,4620980
1,-0.123427454,12,15,9699539
1,-0.092469072,13,11,8421376
1,-0.09021273,12,15,9699539
1,-0.036881251,44,7,16738740
1,-0.06623869,12,15,9699539
1,-0.044887765,44,7,16738740
6,-0.157509363,7,2,4620980
8,-0.075813882,1,7,16747520
6,-0.126751145,22,5,3100495
6,-0.095783727,19,5,32768
6,-0.088312162,19,5,32768
6,-0.166083381,18,13,9419919
6,-0.084634325,22,5,3100495
8,-0.102463753,1,7,16747520
6,-0.241575454,7,2,4620980
6,-0.086176733,22,5,3100495
8,-0.012633593,7,2,11393254
6,-0.109643214,18,13,9419919
6,-0.084845417,21,13,2003199
8,-0.191860458,1,7,16747520
6,-0.156129189,22,5,3100495
6,-0.086886175,19,5,32768
6,-0.092131531,22,5,3100495
8,-0.072644837,7,2,11393254
6,-0.082308464,19,5,32768
6,-0.12133621,19,5,32768
6,-0.18566743,18,13,9419919
6,-0.073909314,22,5,3100495
8,-0.136374079,15,11,16758465
1,-0.110750126,2,5,10145074
1,-0.117262389,2,5,10145074
1,-0.084687785,2,5,10145074
1,-0.080239645,12,15,9699539
1,-0.119277654,12,15,9699539
1,-0.096181668,2,5,10145074
1,-0.117031837,2,5,10145074
1,-0.087079567,2,5,10145074
1,-0.033770679,44,7,16738740
1,-0.083737063,13,11,8421376
1,-0.093134432,12,15,9699539
1,-0.036004142,44,7,16738740
1,-0.070590781,12,15,9699539
1,-0.11572126,12,15,9699539
8,-0.014719834,4,15,3978097
6,-0.054022726,9,11,35723
6,-0.063698263,2,5,10145074
6,-0.101123887,1,7,10025880
6,-0.062881411,1,7,10025880
6,-0.123305814,3,1,3329330
6,-0.103870542,3,1,3329330
6,-0.10544316,0,13,2263842
6,-0.123513259,3,1,3329330
6,-0.108003843,2,5,10145074
6,-0.08910372,2,5,10145074
6,-0.113098962,0,13,2263842
6,-0.146896512,3,1,3329330
6,-0.080694058,1,7,10025880
6,-0.102024423,18,13,9419919
6,-0.125711203,19,5,32768
6,-0.088452492,2,5,10145074
6,-0.117443685,0,13,2263842
6,-0.109207403,3,1,3329330
6,-0.046202445,1,7,10025880
6,-0.146141766,0,13,2263842
6,-0.07807767,3,1,3329330
6,-0.084022405,2,5,10145074
6,-0.100379281,2,5,10145074
6,-0.041351454,22,5,3100495
8,-0.072642585,15,11,16758465
6,-0.080475954,0,13,2263842
6,-0.076611566,3,1,3329330
6,-0.092305618,3,1,3329330
6,-0.094361609,1,7,10025880
6,-0.074041101,2,5,10145074
6,-0.066450165,9,11,35723
8,-0.079074471,4,15,3978097
1,-0.026254133,40,5,16752762
1,-0.066314885,10,2,4734347
1,-0.05152192,4,9,11529966
1,-0.047400162,4,9,11529966
1,-0.061575663,8,7,3100495
1,-0.077250572,8,7,3100495
1,-0.054030879,1,7,10025880
1,-0.062759461,1,7,10025880
1,-0.032501732,1,7,10025880
1,-0.051363028,1,7,10025880
1,-0.082685448,1,7,10025880
1,-0.061831643,1,7,10025880
1,-0.076771576,1,7,10025880
1,-0.071940216,1,7,10025880
1,-0.088212384,1,7,10025880
1,-0.064135286,4,9,11529966
1,-0.067732301,4,9,11529966
1,-0.090658146,4,9,11529966
1,-0.0807712,4,9,11529966
1,-0.110085518,1,7,10025880
1,-0.07425711,1,7,10025880
1,-0.06850579,1,7,10025880
1,-0.073760272,8,7,3100495
1,-0.084060045,12,15,9699539
1,-0.07219681,4,9,11529966
1,-0.099813651,4,9,11529966
1,-0.078835619,1,7,10025880
1,-0.061614178,1,7,10025880
1,-0.068214531,1,7,10025880
1,-0.073547104,8,7,3100495
1,-0.084759526,1,7,10025880
1,-0.062814824,1,7,10025880
1,-0.064686286,1,7,10025880
1,-0.061060225,4,9,11529966
1,-0.064191279,4,9,11529966
1,-0.051390631,4,9,11529966
1,-0.047732759,4,9,11529966
1,-0.034833237,1,7,10025880
1,-0.057109608,1,7,10025880
1,-0.048532115,1,7,10025880
1,-0.055361148,1,7,10025880
1,-0.044478294,1,7,10025880
1,-0.016783417,1,7,10025880
1,-0.063305371,8,7,3100495
1,-0.062494547,4,9,11529966
1,-0.048546183,4,9,11529966
1,-0.080325559,10,2,4734347
1,-0.028814805,40,5,16752762
8,-0.036808021,7,2,11393254
6,-0.106102645,22,5,3100495
6,-0.058717009,19,5,32768
6,-0.072245821,22,5,3100495
8,-0.119852612,1,7,16747520
6,-0.196549857,7,2,4620980
6,-0.059601544,22,5,3100495
8,-0.02532826,1,7,16747520
6,-0.045302954,10,2,6591981
8,-0.009209571,1,7,16747520
6,-0.018390609,9,11,35723
6,-0.05097945,5,1,11529966
8,-0.030917067,1,7,16747520
6,-0.035885166,10,2,6591981
8,0.024232037,1,7,16747520
6,-0.023330664,5,1,11529966
6,-0.028228823,9,11,35723
8,0.06834898,4,15,3978097
6,-0.009414225,9,11,35723
8,0.044858157,4,15,3978097
6,-0.009874459,9,11,35723
8,0.088531151,4,15,3978097
6,-0.029156828,9,11,35723
8,0.045701061,4,15,3978097
6,-0.026348453,9,11,35723
8,0.037385859,4,15,3978097
6,-0.030859791,9,11,35723
8,0.033793996,4,15,3978097
6,-0.058409816,19,5,32768
6,-0.085860542,19,5,32768
1,-0.025335846,44,7,16738740
1,-0.03509039,12,15,9699539
1,-0.083630218,2,5,10145074
1,-0.086083061,2,5,10145074
1,-0.100646282,2,5,10145074
1,-0.010644164,11,3,1644912
1,-0.008350543,10,2,4734347
1,-0.005773722,6,3,9109643
1,-0.033684769,6,3,9109643
1,0.0196803,11,3,1644912
1,-0.018717603,6,3,9109643
1,-0.033626209,6,3,9109643
1,-0.009325182,10,2,4734347
1,-0.024856976,40,5,16752762
1,0.002327294,10,2,4734347
1,-0.026986365,40,5,16752762
1,-0.013733912,10,2,4734347
1,-0.01362102,40,5,16752762
1,-0.00670882,10,2,4734347
1,-0.023529562,40,5,16752762
1,-0.016130399,10,2,4734347
1,-0.016790931,40,5,16752762
1,-0.009018803,10,2,4734347
1,-0.021539365,40,5,16752762
1,-0.061088174,12,15,9699539
1,-0.027066406,12,15,9699539
8,-0.028893287,7,2,11393254
6,-0.064619721,22,5,3100495
6,-0.059607842,22,5,3100495
8,-0.043923545,1,7,16747520
6,-0.033583105,10,2,6591981
8,0.028385053,1,7,16747520
6,-0.02314332,9,11,35723
6,-0.024883624,5,1,11529966
8,0.035055917,5,9,10025880
6,-0.009047836,9,11,35723
8,0.08488357,4,15,3978097
6,-0.007776897,9,11,35723
8,0.06605663,4,15,3978097
6,-0.026646111,9,11,35723
8,0.064239504,4,15,3978097
6,-0.050174929,19,5,32768
6,-0.08485707,18,13,9419919
6,-0.060466591,19,5,32768
6,-0.046796547,19,5,32768
6,-0.037756826,9,11,35723
8,-0.00467406,1,7,16747520
6,-0.033909352,5,1,11529966
6,0.024181161,12,15,8900331
8,0.00178028,3,1,6737322
6,-0.016746111,9,11,35723
8,0.025844972,1,7,16747520
6,-0.038257558,5,1,11529966
6,0.015979358,12,15,8900331
8,-0.018969502,3,1,6737322
6,-0.085057348,18,13,9419919
6,-0.052008103,19,5,32768
6,-0.08642704,22,5,3100495
6,-0.112610279,22,5,3100495
8,-0.120118913,1,7,16747520
6,-0.115938044,14,5,4286945
8,-0.143072303,1,7,16747520
6,-0.056718315,19,5,32768
6,-0.087586699,19,5,32768
1,-0.03534193,44,7,16738740
1,0.010254356,11,3,1644912
1,0.017735134,10,2,4734347
1,-0.020294599,6,3,9109643
1,-0.045065678,6,3,9109643
1,-0.023547468,43,13,16758465
1,0.023128822,10,2,4734347
1,-0.017495711,40,5,16752762
1,0.000130102,10,2,4734347
1,-0.019276662,40,5,16752762
1,0.00305155,10,2,4734347
1,-0.019437072,40,5,16752762
1,-0.071530179,12,15,9699539
1,-0.049173075,12,15,9699539
1,-0.051191017,12,15,9699539
1,-0.000583534,10,2,4734347
1,-0.00059277,6,3,9109643
1,-0.022815223,6,3,9109643
1,-0.033770679,39,13,16767673
1,-0.003252568,10,2,4734347
1,-0.014606897,6,3,9109643
1,-0.022865772,6,3,9109643
1,-0.033077299,39,13,16767673
1,-0.053794602,12,15,9699539
1,-0.142538549,7,2,4620980
1,-0.040387181,7,2,4620980
1,-0.090326517,12,15,9699539
1,-0.065543239,12,15,9699539
8,-0.033596782,8,5,6266528
6,-0.038884337,23,3,6737322
8,-0.065686036,18,15,16738740
6,-0.063859549,18,13,9419919
6,-0.06530232,21,13,2003199
8,-0.014428028,1,7,16747520
6,-0.057619266,10,2,6591981
8,-0.020795201,1,7,16747520
6,-0.025329574,10,2,6591981
8,0.00844869,1,7,16747520
6,-0.011286281,9,11,35723
6,-0.044232976,5,1,11529966
8,0.050598696,5,9,10025880
6,-0.012238851,9,11,35723
8,0.059418372,4,15,3978097
6,-0.009901883,9,11,35723
8,0.039010518,4,15,3978097
6,-0.017507899,9,11,35723
8,-0.000723407,4,15,3978097
6,-0.04545843,1,7,10025880
6,-0.011933936,1,7,10025880
6,-0.035079773,2,5,10145074
6,-0.030893117,9,11,35723
8,-0.06169016,1,7,16747520
6,-0.044228866,23,3,6737322
8,-0.102540495,18,15,16738740
6,-0.0728004,19,5,32768
6,-0.107739358,19,5,32768
6,-0.164207929,18,13,9419919
6,-0.091494102,19,5,32768
6,-0.095170322,22,5,3100495
8,-0.083710419,1,7,16747520
6,-0.143292375,7,2,4620980
6,-0.082152906,22,5,3100495
8,-0.031116907,7,2,11393254
6,-0.089920355,19,5,32768
6,-0.110043144,19,5,32768
6,-0.031521008,1,7,10025880
6,-0.048911077,3,1,3329330
1,-0.030529575,46,1,14381203
1,-0.024275507,13,11,8421376
1,-0.020305995,11,3,1644912
1,0.014445064,11,3,1644912
1,-0.004063234,10,2,4734347
1,-0.024083574,6,3,9109643
1,-0.035445282,6,3,9109643
1,-0.023729829,43,13,16758465
1,-0.00857492,10,2,4734347
1,-0.020579805,40,5,16752762
1,-0.000220145,10,2,4734347
1,-0.018623946,40,5,16752762
1,-0.001996253,10,2,4734347
1,-0.025365682,40,5,16752762
1,-0.045328119,8,7,3100495
1,-0.035454668,8,7,3100495
1,-0.030898087,4,9,11529966
1,-0.022755657,4,9,11529966
1,0.00214098,10,2,4734347
1,-0.079676014,12,15,9699539
1,-0.094549885,12,15,9699539
1,-0.101739865,12,15,9699539
1,-0.00441615,2,5,10145074
1,-0.096463168,2,5,10145074
1,-0.00719431,2,5,10145074
1,-0.007195537,44,7,16738740
1,-0.056705707,12,15,9699539
1,-0.078441537,12,15,9699539
1,-0.043559129,8,7,3100495
1,-0.030537121,1,7,10025880
1,-0.00872164,1,7,10025880
1,-0.046064536,1,7,10025880
8,-0.036109111,7,2,11393254
6,-0.048975519,22,5,3100495
6,-0.098931301,22,5,3100495
8,-0.030403274,7,2,11393254
6,-0.09890222,19,5,32768
6,-0.16965636,18,13,9419919
6,-0.092181039,19,5,32768
6,-0.141358582,19,5,32768
6,-0.032068088,23,3,6737322
8,-0.165137152,18,15,16738740
8,-0.00935681,1,7,16747520
6,-0.040038416,5,1,11529966
6,-0.02777827,9,11,35723
8,-0.011363434,1,7,16747520
6,-0.027566091,10,2,6591981
8,-0.04868529,1,7,16747520
6,-0.073450136,22,5,3100495
6,-0.066866546,22,5,3100495
8,-0.072864307,1,7,16747520
6,-0.213473942,7,2,4620980
6,-0.084775386,19,5,32768
6,-0.176261395,18,13,9419919
6,-0.115872592,19,5,32768
6,-0.064829912,19,5,32768
6,-0.026943098,5,1,11529966
8,0.119745582,5,9,10025880
6,-0.094211798,19,5,32768
6,-0.067343567,19,5,32768
6,-0.025607548,9,11,35723
8,-0.022307236,4,15,3978097
6,-0.033552522,9,11,35723
8,0.005445216,4,15,3978097
6,-0.03092184,9,11,35723
8,0.081380797,4,15,3978097
6,-0.114774613,19,5,32768
6,-0.082507655,19,5,32768
1,-0.043856487,44,7,16738740
1,-0.04340278,44,7,16738740
1,-0.082754966,12,15,9699539
1,-0.181066143,12,15,9699539
1,-0.062493774,12,15,9699539
1,-0.019459175,6,3,9109643
1,-0.033352586,6,3,9109643
1,0.001838835,10,2,4734347
1,0.02549786,11,3,1644912
1,-0.080026895,2,5,10145074
1,-0.126587858,2,5,10145074
1,-0.081445097,2,5,10145074
1,-0.116370819,12,15,9699539
1,-0.157139807,12,15,9699539
1,-0.054603044,12,15,9699539
1,-0.036219766,6,3,9109643
1,-0.044349055,6,3,9109643
1,-0.012791129,43,13,16758465
1,-0.088000297,12,15,9699539
1,-0.05859708,12,15,9699539
1,-0.007126859,10,2,4734347
1,-0.028162329,40,5,16752762
1,-0.008861578,10,2,4734347
1,-0.026431117,40,5,16752762
1,0.030537681,10,2,4734347
1,-0.022157219,40,5,16752762
1,-0.102737467,12,15,9699539
1,-0.051477595,12,15,9699539
8,0.080879339,4,15,3978097
6,-0.008791906,9,11,35723
6,-0.096216204,19,5,32768
6,-0.116045995,19,5,32768
6,-0.12920133,2,5,10145074
6,-0.112706529,2,5,10145074
6,-0.141428973,2,5,10145074
6,-0.046269121,23,3,6737322
8,-0.16588845,18,15,16738740
8,-0.023446811,1,7,16747520
6,-0.000137124,9,11,35723
6,-0.055669034,2,5,10145074
6,-0.060951989,2,5,10145074
6,-0.066619263,3,1,3329330
6,0.016192924,9,11,35723
8,0.100470582,4,15,3978097
1,-0.027816697,40,5,16752762
1,0.011081882,10,2,4734347
1,-0.067676927,12,15,9699539
1,-0.054178101,12,15,9699539
1,-0.046745646,4,9,11529966
1,-0.104464607,4,9,11529966
1,-0.077511413,4,9,11529966
1,-0.087291049,4,9,11529966
1,-0.142445836,4,9,11529966
1,-0.044261223,4,9,11529966
1,-0.048592046,10,2,4734347
1,-0.032539355,4,9,11529966
1,-0.045789017,4,9,11529966
1,-0.035932518,4,9,11529966
1,-0.059072636,4,9,11529966
1,-0.056976478,1,7,10025880
1,-0.06426501,1,7,10025880
1,-0.082604221,1,7,10025880
1,-0.067092747,10,2,4734347
1,-0.041557345,40,5,16752762
8,-0.007456739,8,5,6266528
6,-0.025953064,23,3,6737322
8,-0.124349637,18,15,16738740
6,-0.066306737,2,5,10145074
6,-0.102551338,2,5,10145074
6,-0.104855032,2,5,10145074
6,-0.116237658,2,5,10145074
6,-0.171579456,19,5,32768
6,-0.276941734,19,5,32768
6,-0.080587764,9,11,35723
8,0.030473069,4,15,3978097
6,-0.26267202,38,7,8421376
6,-0.186257508,38,7,8421376
6,-0.064262132,9,11,35723
8,0.058346596,4,15,3978097
6,-0.1214572,2,5,10145074
6,-0.120270973,2,5,10145074
6,-0.13820569,2,5,10145074
6,-0.094908895,3,1,3329330
1,0.002129001,46,1,14381203
1,-0.053217911,4,9,11529966
1,-0.028315723,4,9,11529966
1,-0.085924501,4,9,11529966
1,-0.047214081,4,9,11529966
1,-0.082286552,4,9,11529966
1,-0.073353085,4,9,11529966
1,-0.062581811,4,9,11529966
1,-0.060225042,4,9,11529966
1,-0.105897391,12,15,9699539
1,-0.132957455,12,15,9699539
1,-0.095673068,10,2,4734347
1,-0.036060723,40,5,16752762
1,-0.108024678,10,2,4734347
1,-0.010992552,40,5,16752762
1,-0.092781372,4,9,11529966
1,-0.098112336,4,9,11529966
1,-0.072226332,4,9,11529966
1,-0.115309016,4,9,11529966
1,-0.073449837,4,9,11529966
1,-0.098780954,4,9,11529966
1,-0.077803579,1,7,10025880
1,-0.025547828,1,7,10025880
1,-0.062592453,1,7,10025880
6,-0.112998656,3,1,3329330
6,-0.126315097,2,5,10145074
6,-0.103714323,2,5,10145074
6,-0.123874024,2,5,10145074
6,-0.106767849,2,5,10145074
6,-0.101477279,2,5,10145074
6,-0.021078084,2,5,10145074
6,-0.006238627,9,11,35723
8,-0.030584278,1,7,16747520
6,-0.038646363,23,3,6737322
8,-0.135693221,18,15,16738740
6,-0.165667202,2,5,10145074
6,-0.0834019,2,5,10145074
6,-0.040576481,9,11,35723
8,-0.055001227,1,7,16747520
6,-0.03566566,23,3,6737322
8,-0.071947929,18,15,16738740
6,-0.030124406,2,5,10145074
6,-0.003581639,2,5,10145074
6,-0.036996041,23,3,6737322
8,-0.002280011,8,5,6266528
8,-0.083283684,18,15,16738740
6,-0.1498769,19,5,32768
6,-0.150554673,19,5,32768
6,-0.046951928,9,11,35723
8,0.039065095,4,15,3978097
6,-0.005207552,9,11,35723
8,0.087778282,4,15,3978097
1,-0.048452433,1,7,10025880
1,-0.06597962,1,7,10025880
1,-0.069268255,1,7,10025880
1,-0.06219894,4,9,11529966
1,-0.061199189,4,9,11529966
1,-0.048497701,4,9,11529966
1,-0.064839599,4,9,11529966
1,-0.063496968,4,9,11529966
1,-0.057743041,4,9,11529966
1,-0.044216922,4,9,11529966
1,-0.067438258,4,9,11529966
1,-0.032613194,4,9,11529966
1,-0.025253271,4,9,11529966
1,-0.032076379,4,9,11529966
1,-0.056368148,4,9,11529966
1,-0.013674032,10,2,4734347
1,-0.061191629,4,9,11529966
1,-0.042640304,4,9,11529966
1,-0.053850228,4,9,11529966
1,-0.050627558,4,9,11529966
1,-0.060964338,10,2,4734347
1,-0.032975536,4,9,11529966
1,-0.033984991,4,9,11529966
1,-0.02363693,4,9,11529966
1,-0.014676235,4,9,11529966
1,-0.017554647,46,1,14381203
1,-0.051426693,12,15,9699539
1,-0.032463776,12,15,9699539
1,-0.025843916,10,2,4734347
1,-0.022533528,40,5,16752762
1,0.029262314,10,2,4734347
1,-0.029188282,40,5,16752762
8,-0.083218365,7,2,11393254
6,-0.10885366,22,5,3100495
6,-0.161383084,18,13,9419919
6,-0.08318697,23,3,6737322
8,-0.106693442,18,15,16738740
8,-0.179950699,1,7,16747520
6,-0.116599432,22,5,3100495
6,-0.063970776,22,5,3100495
8,-0.105631282,1,7,16747520
6,-0.064739276,17,3,2142890
8,-0.136047803,1,7,16747520
6,-0.099929674,22,5,3100495
6,-0.073017995,19,5,32768
6,-0.090313425,19,5,32768
6,-0.104676423,19,5,32768
6,-0.114452538,18,13,9419919
6,-0.130006465,18,13,9419919
6,-0.055609207,22,5,3100495
8,-0.110058316,15,11,16758465
6,-0.084480123,3,1,3329330
6,-0.25421375,3,1,3329330
6,-0.046932935,22,5,3100495
8,-0.038397193,1,7,16747520
6,-0.150722541,7,2,4620980
6,-0.067673272,19,5,32768
6,-0.132979135,18,13,9419919
6,-0.218022836,18,13,9419919
6,-0.131788374,18,13,9419919
6,-0.104506676,19,5,32768
6,-0.10045582,22,5,3100495
8,-0.066526028,1,7,16747520
6,-0.147435335,7,2,4620980
6,-0.057527724,19,5,32768
6,-0.055902317,3,1,3329330
1,-0.071870587,44,7,16738740
1,-0.077772558,12,15,9699539
1,-0.066924015,12,15,9699539
1,-0.064913399,12,15,9699539
1,-0.074487992,1,7,10025880
1,-0.0475428,1,7,10025880
1,-0.044284463,1,7,10025880
1,-0.055144401,1,7,10025880
1,-0.033770679,1,7,10025880
1,-0.097133165,1,7,10025880
1,-0.051991351,2,5,10145074
1,-0.061259786,2,5,10145074
1,-0.042737967,2,5,10145074
1,-0.026287006,12,15,9699539
1,-0.033770679,12,15,9699539
1,-0.028666671,2,5,10145074
1,-0.01807339,2,5,10145074
1,-0.029007521,2,5,10145074
1,-0.065209538,12,15,9699539
1,-0.059330497,1,7,10025880
1,-0.039146706,1,7,10025880
1,-0.05015284,1,7,10025880
6,-0.158990405,7,2,4620980
8,-0.1428567,1,7,16747520
6,-0.145225623,22,5,3100495
6,-0.078330533,19,5,32768
6,-0.106826852,19,5,32768
6,-0.109906271,18,13,9419919
6,-0.069595674,1,7,10025880
6,-0.109764869,5,1,11529966
8,-0.106104659,1,7,16747520
6,-0.140032961,22,5,3100495
6,-0.075273451,19,5,32768
6,-0.095243729,22,5,3100495
8,-0.052708554,7,2,11393254
6,-0.062950665,19,5,32768
6,-0.108621178,19,5,32768
6,-0.128043112,18,13,9419919
6,-0.041096358,9,11,35723
8,-0.021944888,4,15,3978097
6,-0.1054314,22,5,3100495
8,-0.045134752,7,2,11393254
6,-0.065415583,19,5,32768
1,-0.053082038,2,5,10145074
1,-0.113332235,2,5,10145074
1,-0.079427384,2,5,10145074
1,-0.057652411,12,15,9699539
1,-0.057207653,12,15,9699539
1,-0.034799792,8,7,3100495
1,-0.031742145,6,3,9109643
1,-0.07545372,6,3,9109643
1,-0.070576497,12,15,9699539
1,-0.025914403,44,7,16738740
1,-0.057714144,12,15,9699539
1,-0.084769238,12,15,9699539
1,-0.050062916,10,2,4734347
1,-0.037518731,40,5,16752762
1,-0.036690032,44,7,16738740
1,-0.065028546,12,15,9699539
8,-0.070384355,7,2,11393254
6,-0.083585173,22,5,3100495
6,-0.099775634,19,5,32768
6,-0.159725475,22,5,3100495
6,-0.175025885,18,13,9419919
6,-0.114581232,22,5,3100495
8,-0.177863321,15,11,16758465
6,-0.174317344,18,13,9419919
6,-0.121965216,22,5,3100495
8,-0.101440439,7,2,11393254
6,-0.070469521,19,5,32768
6,-0.105120102,18,13,9419919
6,-0.131666877,19,5,32768
6,-0.176140476,22,5,3100495
8,-0.220483981,1,7,16747520
6,-0.065189642,5,1,11529966
8,0.081779313,5,9,10025880
6,-0.099822034,18,13,9419919
6,-0.061311634,23,3,6737322
8,-0.155213627,18,15,16738740
8,-0.08182097,1,7,16747520
6,-0.155408595,7,2,4620980
6,-0.081038743,22,5,3100495
8,-0.032092466,7,2,11393254
1,-0.057226448,44,7,16738740
1,-0.099548563,12,15,9699539
1,-0.087110624,44,7,16738740
1,-0.075040215,12,15,9699539
1,-0.105954272,12,15,9699539
1,-0.080961036,6,3,9109643
1,-0.06234514,6,3,9109643
1,-0.032836915,43,13,16758465
1,-0.028689561,2,5,10145074
1,-0.042933764,2,5,10145074
1,-0.067294932,2,5,10145074
1,-0.032269023,44,7,16738740
8,-0.036901676,7,2,11393254
6,-0.110469314,22,5,3100495
6,-0.08096031,19,5,32768
6,-0.127058999,18,13,9419919
6,-0.10172402,19,5,32768
6,-0.16905465,18,13,9419919
6,-0.133925855,18,13,9419919
6,-0.052098859,1,7,10025880
6,-0.075945965,3,1,3329330
6,-0.043793783,9,11,35723
8,-0.085142501,1,7,16747520
6,-0.052731081,23,3,6737322
8,-0.109514481,18,15,16738740
6,-0.064927528,3,1,3329330
6,-0.031047267,2,5,10145074
6,-0.109763697,1,7,10025880
6,-0.122377053,1,7,10025880
6,-0.063864104,3,1,3329330
6,-0.047306336,2,5,10145074
6,-0.070474826,2,5,10145074
6,-0.060661772,19,5,32768
6,-0.069229641,18,13,9419919
6,-0.074124646,3,1,3329330
6,-0.054729464,3,1,3329330
6,-0.072149763,5,1,11529966
8,-0.046224319,1,7,16747520
6,-0.049777084,23,3,6737322
8,-0.094058233,18,15,16738740
6,-0.083962851,3,1,3329330
1,-0.030620798,44,7,16738740
1,-0.081331392,12,15,9699539
1,-0.064824409,12,15,9699539
1,-0.065647401,8,7,3100495
1,-0.062426375,1,7,10025880
1,-0.044453546,1,7,10025880
1,-0.060972654,1,7,10025880
1,-0.023476935,10,2,4734347
1,-0.030846061,1,7,10025880
1,-0.021198524,1,7,10025880
1,-0.013046831,1,7,10025880
1,-0.040536285,4,9,11529966
1,-0.074094787,4,9,11529966
1,-0.04473415,8,7,3100495
1,-0.057199578,8,7,3100495
1,-0.047957664,1,7,10025880
1,-0.065639388,1,7,10025880
1,-0.054882292,1,7,10025880
1,-0.050351413,4,9,11529966
1,-0.064538125,4,9,11529966
1,-0.040683527,4,9,11529966
1,-0.053521071,4,9,11529966
1,-0.043766888,12,15,9699539
1,-0.035129486,1,7,10025880
1,-0.048835506,1,7,10025880
1,-0.051923837,1,7,10025880
1,0.000751235,1,7,10025880
1,-0.002251729,1,7,10025880
1,-0.064847519,1,7,10025880
1,-0.07524772,6,3,9109643
1,-0.062680794,6,3,9109643
1,-0.005653888,1,7,10025880
1,0.024545848,1,7,10025880
1,-0.011979622,1,7,10025880
8,-0.06929439,7,2,11393254
6,-0.15301625,22,5,3100495
6,-0.086891277,19,5,32768
6,-0.113095644,18,13,9419919
6,-0.0970297,19,5,32768
6,-0.165436494,18,13,9419919
6,-0.143888284,18,13,9419919
6,-0.118798987,1,7,10025880
6,-0.087672246,3,1,3329330
6,-0.105634623,2,5,10145074
6,-0.103796328,2,5,10145074
6,-0.139091569,1,7,10025880
6,-0.130038814,1,7,10025880
6,-0.149033911,3,1,3329330
6,-0.076082542,2,5,10145074
6,-0.10738282,2,5,10145074
6,-0.138798289,19,5,32768
6,-0.081305137,18,13,9419919
6,-0.080512279,3,1,3329330
6,-0.111215186,3,1,3329330
6,-0.080351703,5,1,11529966
8,0.113308498,5,9,10025880
1,-0.047522628,44,7,16738740
1,-0.064032984,12,15,9699539
1,-0.09117282,12,15,9699539
1,-0.077607532,8,7,3100495
1,-0.097650172,1,7,10025880
1,-0.098425737,1,7,10025880
1,-0.079497362,1,7,10025880
1,-0.086216312,4,9,11529966
1,-0.079527991,4,9,11529966
1,-0.082918087,4,9,11529966
1,-0.097295372,4,9,11529966
1,-0.129736519,8,7,3100495
1,-0.109206344,8,7,3100495
1,-0.101823314,1,7,10025880
1,-0.103316029,1,7,10025880
1,-0.10327635,1,7,10025880
1,-0.106659296,4,9,11529966
1,-0.067808549,4,9,11529966
1,-0.054707701,4,9,11529966
1,-0.037593951,4,9,11529966
1,-0.082607198,12,15,9699539
1,-0.022247174,1,7,10025880
1,-0.031481097,1,7,10025880
1,-0.07436639,1,7,10025880
1,-0.069956124,1,7,10025880
1,-0.067226608,1,7,10025880
1,-0.066360679,1,7,10025880
1,-0.108860515,6,3,9109643
1,-0.104339088,6,3,9109643
1,-0.017083663,43,13,16758465
8,-0.096364303,8,5,6266528
6,-0.076535482,23,3,6737322
8,-0.180587861,18,15,16738740
6,-0.091716572,18,13,9419919
6,-0.10321281,19,5,32768
6,-0.161111852,18,13,9419919
6,-0.126214302,18,13,9419919
6,-0.151940394,22,5,3100495
8,-0.018826312,7,2,11393254
6,-0.065854289,19,5,32768
6,-0.158044974,1,7,10025880
6,-0.130893473,3,1,3329330
6,-0.058695824,2,5,10145074
6,-0.054893204,2,5,10145074
6,-0.171984885,1,7,10025880
6,-0.038640905,1,7,10025880
6,-0.051467493,3,1,3329330
6,-0.126420499,2,5,10145074
6,-0.120799127,2,5,10145074
6,-0.094367114,19,5,32768
6,-0.058109201,18,13,9419919
6,-0.063724143,3,1,3329330
6,-0.085189846,3,1,3329330
1,-0.038456024,46,1,14381203
1,-0.111132562,12,15,9699539
1,-0.027298371,44,7,16738740
1,-0.081916492,12,15,9699539
1,-0.069161768,8,7,3100495
1,-0.036400107,1,7,10025880
1,-0.058405197,1,7,10025880
1,-0.044557836,1,7,10025880
1,-0.046540866,4,9,11529966
1,-0.045958065,4,9,11529966
1,-0.067084647,4,9,11529966
1,-0.028266254,4,9,11529966
1,-0.061926197,8,7,3100495
1,-0.075593931,8,7,3100495
1,-0.020625099,1,7,10025880
1,-0.043178165,1,7,10025880
1,-0.056106924,1,7,10025880
1,-0.083465617,4,9,11529966
1,-0.082382568,4,9,11529966
1,-0.052508726,4,9,11529966
1,-0.11044392,4,9,11529966
1,-0.094535815,12,15,9699539
1,-0.06232937,1,7,10025880
1,0.010428943,1,7,10025880
1,-0.02621601,1,7,10025880
1,-0.033958107,1,7,10025880
1,-0.029354174,1,7,10025880
1,-0.050420831,1,7,10025880
6,-0.024895816,9,11,35723
6,-0.060001675,2,5,10145074
6,-0.035608048,9,11,35723
8,-0.007436654,4,15,3978097
6,-0.103806664,19,5,32768
6,-0.076961241,19,5,32768
6,-0.171596687,0,13,2263842
6,-0.007835618,2,5,10145074
6,-0.134327084,6,3,9109643
7,-0.023059785,15,11,16758465
6,-0.129329977,8,7,8388736
