Target,
1,41355
1,41355
4,41356
1,41356
1,41356
3,41359
3,41360
3,41361
3,41362
3,41363
3,41364
3,41365
3,41366
3,41367
1,41367
3,41368
1,41368
3,41369
1,41369
3,41370
1,41370
5,41371
5,41372
4,41373
1,41373
4,41374
1,41374
4,41375
1,41375
4,41376
1,41376
3,41377
3,41378
3,41379
3,41380
3,41381
1,41381
3,41382
3,41383
3,41384
1,41384
3,41385
1,41385
3,41386
3,41387
3,41388
3,41389
3,41390
3,41391
3,41392
1,41392
3,41393
1,41393
3,41394
1,41394
3,41395
3,41396
3,41397
1,41397
3,41398
3,41399
1,41399
3,41400
3,41401
1,41401
3,41402
1,41402
1,41402
3,41403
3,41404
3,41405
3,41406
3,41408
3,41409
3,41410
3,41411
3,41412
1,41412
3,41413
1,41413
5,41414
5,41415
5,41416
5,41417
3,41418
3,41419
3,41420
3,41421
5,41422
5,41423
3,41424
3,41425
3,41426
3,41427
5,41428
5,41429
5,41430
5,41431
5,41432
1,41432
3,41433
3,41434
5,41435
3,41436
3,41437
1,41437
3,41438
3,41439
3,41440
1,41440
1,41441
3,41442
5,41443
3,41444
1,41444
3,41445
3,41446
3,41447
5,41448
3,41449
3,41450
3,41451
1,41451
5,41452
5,41453
1,41453
5,41454
3,41455
3,41456
1,41456
3,41457
3,41458
3,41459
3,41460
3,41461
3,41462
1,41462
3,41463
3,41464
3,41465
3,41466
1,41466
3,41467
3,41468
3,41469
3,41470
3,41471
1,41471
5,41472
5,41473
1,41474
1,41475
4,41475
5,41476
5,41477
1,41478
3,41478
1,41479
5,41479
5,41480
3,41480
3,41481
3,41481
3,41482
3,41482
3,41483
3,41483
5,41484
5,41484
3,41485
5,41485
5,41486
5,41486
3,41487
1,41487
4,41487
5,41488
1,41488
4,41488
3,41489
3,41490
3,41491
3,41491
3,41492
3,41492
3,41493
3,41493
3,41494
5,41494
3,41495
3,41495
3,41496
1,41496
3,41496
3,41497
5,41497
3,41499
3,41500
3,41501
3,41502
3,41503
3,41504
3,41505
3,41506
3,41507
1,41507
3,41508
1,41508
5,41509
5,41510
3,41513
3,41514
5,41515
5,41516
3,41517
3,41518
3,41519
1,41519
3,41520
1,41520
5,41521
5,41522
3,41523
3,41524
3,41525
3,41526
3,41527
3,41528
1,41528
3,41529
3,41530
3,41531
1,41531
3,41532
1,41532
3,41533
3,41534
1,41534
3,41535
3,41536
1,41536
3,41537
1,41537
1,41537
3,41538
1,41538
3,41539
1,41539
3,41540
1,41540
1,41540
3,41541
3,41542
3,41543
3,41544
3,41545
1,41545
3,41546
1,41546
3,41547
3,41548
3,41549
3,41549
3,41550
3,41550
3,41551
1,41551
3,41551
3,41552
1,41552
3,41553
3,41554
1,41554
3,41555
1,41555
1,41555
3,41556
3,41557
3,41558
1,41558
5,41559
3,41560
5,41561
3,41562
3,41563
3,41564
1,41564
5,41565
3,41566
3,41567
3,41568
3,41569
3,41570
3,41571
1,41571
5,41572
3,41573
3,41574
5,41575
3,41576
3,41577
3,41578
3,41579
1,41579
3,41580
1,41580
3,41581
3,41582
3,41583
1,41583
3,41584
1,41584
3,41585
3,41586
3,41587
1,41587
3,41588
3,41589
3,41590
3,41591
1,41591
3,41592
3,41593
3,41594
3,41595
3,41596
1,41596
3,41597
3,41598
3,41599
1,41599
3,41600
3,41601
1,41601
3,41602
1,41602
3,41603
1,41603
3,41604
1,41604
1,41604
3,41605
3,41606
3,41607
3,41608
3,41609
1,41609
3,41610
1,41610
3,41611
3,41612
3,41613
3,41613
3,41614
3,41614
3,41615
1,41615
3,41615
3,41616
3,41617
3,41618
3,41619
3,41620
1,41620
3,41621
1,41621
3,41622
3,41623
3,41624
1,41624
3,41625
3,41626
3,41627
1,41627
3,41628
3,41629
3,41630
3,41631
1,41631
3,41632
1,41632
3,41633
3,41634
1,41634
3,41635
1,41635
3,41636
3,41637
3,41638
1,41638
3,41639
1,41639
3,41640
3,41641
1,41641
3,41642
3,41643
1,41643
3,41644
3,41645
1,41645
3,41646
1,41646
3,41647
1,41647
3,41648
1,41648
1,41648
3,41649
3,41650
1,41650
3,41651
1,41651
3,41652
1,41652
1,41652
3,41653
3,41653
1,41654
3,41654
1,41655
3,41655
1,41656
3,41656
1,41657
1,41657
3,41657
3,41658
3,41658
3,41659
3,41659
3,41660
3,41660
1,41660
3,41661
5,41661
3,41662
4,41662
1,41662
3,41663
3,41663
3,41664
3,41664
1,41664
3,41665
5,41665
3,41666
5,41666
1,41666
3,41667
1,41667
4,41667
3,41668
1,41668
4,41668
1,41668
3,41669
3,41670
3,41671
3,41672
3,41673
1,41673
3,41674
1,41674
3,41675
3,41676
1,41676
3,41677
3,41678
1,41678
3,41679
3,41680
3,41681
3,41682
1,41682
3,41683
1,41683
3,41684
3,41685
1,41685
3,41686
3,41687
1,41687
3,41688
3,41689
1,41689
3,41690
3,41691
1,41691
3,41692
1,41692
3,41693
1,41693
1,41693
3,41694
3,41695
1,41695
3,41696
3,41697
3,41698
1,41698
3,41699
3,41700
3,41701
1,41701
3,41702
3,41703
1,41703
3,41704
1,41704
3,41705
1,41705
1,41705
3,41706
3,41707
1,41707
3,41708
3,41709
1,41709
3,41710
3,41711
1,41711
3,41712
1,41712
3,41713
1,41713
1,41713
3,41714
3,41715
1,41715
3,41716
3,41717
3,41718
1,41718
3,41719
1,41719
3,41720
1,41720
1,41720
3,41721
3,41722
3,41723
3,41724
3,41725
3,41726
3,41727
1,41727
3,41728
1,41728
3,41729
3,41730
3,41731
1,41731
3,41732
3,41733
1,41733
3,41734
1,41734
3,41735
3,41736
1,41736
1,41737
3,41737
1,41738
3,41738
1,41739
1,41739
3,41739
3,41740
3,41740
3,41741
3,41741
1,41741
3,41742
3,41742
3,41743
5,41743
3,41744
5,41744
3,41745
1,41745
4,41745
3,41746
1,41746
4,41746
3,41747
1,41747
4,41747
1,41747
3,41748
3,41749
1,41749
3,41750
3,41751
1,41751
3,41752
3,41753
1,41753
3,41754
1,41754
3,41755
1,41755
1,41755
3,41756
1,41756
1,41756
3,41757
3,41758
1,41758
3,41759
1,41759
3,41760
1,41760
1,41760
1,41761
3,41762
3,41763
1,41763
3,41764
1,41764
3,41765
3,41766
1,41766
3,41767
3,41768
1,41768
3,41769
1,41769
3,41770
1,41770
3,41771
1,41771
1,41771
3,41772
1,41772
1,41772
5,41773
5,41774
1,41774
5,41775
1,41775
5,41776
5,41777
5,41778
5,41779
1,41779
3,41780
3,41781
3,41782
1,41782
3,41783
5,41784
3,41785
3,41786
3,41787
1,41787
3,41788
3,41789
3,41790
1,41790
3,41791
3,41792
1,41792
3,41793
1,41793
3,41794
1,41794
1,41794
3,41795
1,41795
5,41796
5,41797
3,41798
3,41799
5,41800
5,41801
3,41802
3,41803
3,41804
3,41805
3,41806
1,41806
3,41807
1,41807
5,41808
5,41809
1,41809
3,41810
3,41811
1,41811
3,41812
3,41813
3,41814
1,41814
3,41815
1,41815
3,41816
1,41816
1,41816
3,41817
5,41818
3,41819
1,41819
3,41820
1,41820
3,41821
5,41822
3,41823
3,41824
1,41824
5,41825
1,41825
3,41826
5,41827
3,41828
1,41828
3,41829
1,41829
3,41830
1,41830
5,41831
1,41831
3,41832
1,41832
1,41832
3,41833
1,41833
1,41833
5,41834
1,41834
5,41835
3,41837
3,41838
3,41839
3,41840
3,41841
1,41841
3,41842
1,41842
5,41843
5,41844
3,41845
3,41846
3,41847
1,41847
3,41848
3,41849
1,41849
3,41850
3,41851
3,41852
1,41852
3,41853
3,41854
3,41855
1,41855
3,41856
1,41856
3,41857
1,41857
3,41858
1,41858
1,41858
5,41859
5,41860
5,41861
1,41861
5,41862
5,41863
3,41864
3,41865
3,41866
3,41867
3,41868
1,41868
3,41869
1,41869
3,41870
3,41871
3,41872
3,41873
3,41874
1,41874
3,41875
1,41875
3,41876
5,41877
3,41878
3,41879
1,41879
3,41880
3,41881
1,41881
5,41882
3,41883
3,41884
1,41884
5,41885
3,41886
3,41887
1,41887
5,41888
1,41888
3,41889
1,41889
1,41889
5,41890
3,41891
1,41891
3,41892
3,41893
1,41893
3,41894
3,41895
1,41895
3,41896
1,41896
3,41897
1,41897
3,41898
1,41898
1,41898
3,41900
3,41901
3,41902
3,41903
3,41904
3,41905
3,41906
3,41907
3,41908
1,41908
3,41909
1,41909
5,41910
5,41911
3,41912
3,41913
3,41914
1,41914
3,41915
3,41916
3,41917
1,41917
3,41918
1,41918
3,41919
3,41920
1,41920
3,41921
1,41921
3,41922
1,41922
3,41923
1,41923
1,41923
3,41924
1,41924
1,41924
1,41925
5,41926
5,41927
3,41928
3,41929
3,41930
5,41931
3,41932
3,41933
3,41934
1,41934
5,41935
1,41935
1,41936
5,41937
3,41938
3,41939
5,41940
5,41941
3,41942
5,41943
3,41944
1,41944
5,41945
1,41945
3,41946
3,41947
1,41947
3,41948
3,41949
3,41950
1,41950
3,41951
1,41951
3,41952
1,41952
1,41952
3,41953
3,41954
1,41954
3,41955
1,41955
3,41956
1,41956
3,41957
1,41957
1,41957
3,41958
1,41958
3,41959
3,41960
3,41961
1,41961
3,41962
1,41962
1,41962
3,41963
1,41963
1,41963
3,41964
3,41965
1,41965
3,41966
1,41966
3,41967
1,41967
1,41967
3,41968
3,41969
3,41970
1,41970
3,41971
1,41971
1,41971
1,41972
1,41973
3,41974
3,41975
5,41976
3,41977
1,41977
3,41978
1,41978
5,41979
3,41980
1,41980
5,41981
1,41981
5,41982
1,41982
3,41983
1,41983
1,41983
5,41984
1,41984
3,41985
3,41986
3,41987
1,41987
3,41988
1,41988
3,41989
3,41990
1,41990
3,41991
1,41991
3,41992
1,41992
1,41992
3,41993
1,41993
1,41993
3,41994
3,41995
3,41996
1,41996
3,41997
3,41997
3,41998
3,41998
3,41999
1,41999
3,41999
3,42000
1,42000
3,42000
3,42001
1,42001
1,42001
3,42001
3,42002
3,42003
3,42004
1,42004
3,42005
1,42005
3,42006
1,42006
3,42007
1,42007
3,42008
1,42008
3,42009
1,42009
1,42009
3,42010
1,42010
3,42011
1,42011
1,42011
3,42012
1,42012
1,42012
3,42013
3,42014
3,42015
1,42015
3,42016
3,42017
1,42017
3,42018
1,42018
3,42019
1,42019
1,42019
3,42020
1,42020
3,42021
3,42022
3,42023
1,42023
3,42024
1,42024
3,42025
1,42025
3,42026
1,42026
1,42026
3,42027
3,42028
3,42029
3,42030
1,42030
3,42031
1,42031
3,42032
1,42032
3,42033
3,42034
3,42035
1,42035
3,42036
3,42037
1,42037
3,42038
1,42038
1,42038
3,42039
3,42040
1,42040
3,42041
1,42041
3,42042
1,42042
1,42042
3,42043
3,42044
1,42044
3,42045
1,42045
3,42046
1,42046
3,42047
1,42047
1,42047
3,42048
1,42048
1,42048
3,42049
1,42049
1,42049
1,42050
3,42051
5,42052
3,42053
1,42053
3,42054
1,42054
3,42055
1,42055
3,42056
1,42056
3,42057
1,42057
1,42057
5,42058
1,42058
3,42059
1,42059
1,42059
1,42060
3,42061
3,42062
3,42063
1,42063
3,42064
3,42065
1,42065
3,42066
1,42066
3,42067
1,42067
1,42067
3,42068
1,42068
3,42069
1,42069
3,42070
1,42070
1,42070
5,42071
5,42072
5,42073
1,42073
5,42074
5,42075
3,42076
3,42077
3,42078
3,42079
3,42080
1,42080
3,42081
1,42081
3,42082
3,42083
1,42083
3,42084
3,42085
3,42086
1,42086
3,42087
3,42088
3,42089
1,42089
3,42090
1,42090
3,42091
1,42091
3,42092
1,42092
3,42093
1,42093
3,42094
1,42094
1,42094
3,42095
3,42096
1,42096
3,42097
1,42097
3,42098
1,42098
1,42098
3,42099
5,42100
3,42101
3,42102
1,42102
3,42103
3,42104
3,42105
1,42105
3,42106
3,42107
3,42108
3,42109
3,42110
3,42111
5,42112
3,42113
1,42113
3,42114
3,42115
5,42116
3,42117
5,42118
3,42119
3,42120
1,42120
3,42121
5,42122
3,42123
3,42123
3,42124
3,42124
3,42125
3,42125
1,42125
3,42126
3,42126
3,42127
3,42127
3,42128
3,42128
3,42129
3,42129
1,42129
3,42130
3,42130
3,42131
3,42131
3,42133
3,42134
5,42135
5,42136
3,42137
3,42138
3,42139
1,42139
3,42140
1,42140
3,42141
3,42141
3,42142
3,42142
3,42143
1,42143
3,42143
3,42144
3,42145
1,42145
3,42146
3,42147
3,42148
1,42148
3,42149
1,42149
3,42150
3,42151
1,42151
3,42152
5,42153
3,42154
1,42154
5,42155
3,42157
5,42158
3,42159
3,42160
3,42161
3,42162
1,42162
3,42163
3,42164
3,42165
3,42166
5,42167
3,42168
1,42168
3,42169
3,42170
3,42171
3,42172
1,42172
3,42173
3,42174
5,42175
3,42176
3,42177
3,42178
1,42178
3,42179
5,42180
3,42181
3,42182
1,42182
3,42183
3,42184
3,42185
3,42186
3,42187
1,42187
3,42188
1,42188
3,42189
3,42190
3,42191
3,42192
1,42192
3,42193
3,42194
3,42194
3,42195
5,42195
3,42196
3,42196
3,42197
1,42197
3,42197
3,42198
3,42199
3,42200
3,42201
1,42201
3,42202
3,42203
5,42204
3,42205
3,42206
1,42206
3,42207
3,42208
5,42209
5,42210
3,42211
3,42212
1,42212
3,42213
1,42213
3,42214
3,42215
1,42215
3,42216
1,42216
3,42217
1,42217
1,42217
3,42218
1,42218
1,42218
3,42219
3,42220
3,42221
1,42221
3,42222
3,42223
5,42224
3,42225
1,42225
3,42226
1,42226
3,42227
1,42227
3,42228
1,42228
1,42228
3,42229
5,42230
3,42231
3,42232
1,42232
3,42233
3,42234
1,42234
3,42235
1,42235
3,42236
3,42237
1,42237
3,42238
3,42239
1,42239
3,42240
5,42241
3,42242
3,42243
5,42244
5,42245
3,42246
3,42247
1,42247
3,42248
3,42249
3,42250
5,42251
3,42252
1,42252
3,42253
1,42253
3,42254
3,42255
3,42256
3,42257
1,42257
3,42258
3,42258
3,42259
3,42260
3,42261
3,42262
1,42262
3,42263
3,42264
1,42264
3,42265
3,42266
3,42267
1,42267
3,42268
3,42269
3,42270
3,42271
3,42272
1,42272
3,42273
1,42273
3,42274
3,42275
3,42276
5,42277
3,42278
3,42279
1,42279
3,42280
3,42281
1,42281
3,42282
5,42283
3,42284
3,42285
1,42285
3,42286
3,42287
1,42287
3,42288
5,42289
3,42289
5,42290
3,42290
1,42291
4,42291
3,42291
1,42292
4,42292
3,42292
5,42293
5,42293
3,42293
5,42295
5,42296
5,42297
5,42298
1,42299
4,42299
1,42300
4,42300
1,42301
4,42301
1,42302
4,42302
3,42303
3,42303
5,42304
5,42304
3,42305
1,42305
5,42306
4,42307
1,42307
5,42308
4,42309
1,42309
1,42310
5,42310
1,42311
4,42311
1,42311
1,42312
5,42313
5,42314
1,42314
5,42315
5,42316
5,42317
1,42317
5,42318
4,42319
1,42319
1,42320
4,42320
1,42321
4,42321
1,42322
4,42322
1,42322
1,42323
4,42323
1,42324
4,42324
1,42324
3,42325
3,42325
5,42326
3,42326
4,42327
3,42327
1,42327
3,42328
3,42328
3,42329
3,42329
1,42329
5,42330
5,42330
5,42331
5,42331
5,42332
1,42332
5,42332
1,42333
5,42334
5,42335
5,42336
1,42336
1,42337
4,42337
1,42338
4,42338
1,42339
4,42339
1,42339
3,42340
3,42340
3,42341
3,42341
5,42342
5,42342
5,42343
5,42343
5,42344
5,42344
1,42344
5,42345
5,42346
5,42347
5,42348
1,42348
5,42349
1,42349
5,42350
1,42351
4,42351
1,42352
4,42352
1,42353
4,42353
1,42353
1,42354
4,42354
1,42355
4,42355
1,42355
1,42356
4,42356
3,42357
3,42357
3,42358
3,42358
1,42358
3,42359
5,42359
5,42360
5,42360
5,42361
5,42361
1,42361
5,42362
5,42362
5,42363
1,42364
4,42364
3,42365
5,42365
5,42366
5,42366
5,42367
4,42367
1,42367
3,42368
5,42368
5,42368
3,42369
3,42370
3,42371
3,42371
3,42372
3,42372
5,42373
3,42373
3,42374
3,42375
1,42375
5,42376
4,42377
1,42377
5,42378
1,42379
5,42380
1,42380
5,42381
5,42382
5,42383
4,42384
1,42384
5,42385
1,42386
4,42386
1,42387
4,42387
1,42388
4,42388
1,42389
4,42389
1,42389
5,42390
3,42390
3,42391
3,42391
5,42392
5,42392
1,42394
1,42396
1,42397
1,42398
1,42399
1,42399
1,42400
1,42401
1,42402
1,42402
3,42403
3,42404
3,42405
1,42405
3,42406
3,42407
3,42408
1,42408
5,42409
5,42410
5,42411
1,42411
4,42412
1,42412
4,42413
1,42413
4,42414
1,42414
1,42414
4,42415
1,42415
4,42416
1,42416
4,42417
1,42417
1,42417
1,42421
1,42422
1,42423
1,42424
3,42425
3,42426
3,42427
3,42428
5,42429
4,42430
1,42430
4,42431
1,42431
4,42432
1,42432
1,42433
1,42434
1,42435
1,42436
1,42437
1,42438
1,42438
1,42439
1,42440
1,42441
1,42442
1,42442
3,42443
5,42444
3,42445
3,42446
1,42446
3,42447
3,42448
5,42449
3,42450
3,42451
1,42451
3,42452
5,42453
5,42454
5,42455
5,42456
1,42456
5,42457
4,42458
1,42458
4,42459
1,42459
4,42460
1,42460
4,42461
1,42461
1,42461
4,42462
1,42462
4,42463
1,42463
4,42464
1,42464
4,42465
1,42465
1,42465
1,42469
1,42470
1,42471
3,42472
3,42473
3,42474
5,42475
4,42476
1,42476
4,42477
1,42477
4,42478
1,42478
1,42479
1,42480
3,42481
3,42482
5,42483
5,42484
4,42485
1,42485
4,42486
1,42486
1,42487
1,42488
1,42488
1,42489
1,42489
3,42490
3,42491
1,42491
3,42492
1,42492
5,42493
5,42494
1,42494
5,42495
1,42495
4,42496
1,42496
4,42497
1,42497
1,42497
4,42498
1,42498
1,42498
3,42499
3,42500
1,42500
1,42501
1,42502
1,42503
1,42503
3,42504
3,42505
1,42505
3,42506
5,42507
5,42508
4,42509
1,42509
1,42510
1,42511
3,42512
3,42513
5,42514
5,42515
4,42516
1,42516
3,42517
3,42518
1,42519
3,42519
1,42520
3,42520
1,42521
1,42521
1,42522
1,42522
4,42522
3,42523
3,42523
3,42524
3,42524
3,42525
5,42525
3,42526
1,42526
4,42526
3,42527
1,42527
4,42527
4,42528
1,42528
1,42528
4,42528
1,42529
1,42530
1,42530
1,42531
3,42532
1,42532
3,42533
5,42534
4,42535
1,42535
3,42536
1,42536
5,42537
1,42537
4,42538
1,42538
1,42538
3,42539
5,42540
4,42541
1,42541
3,42542
3,42543
3,42544
1,42544
1,42545
1,42546
3,42547
3,42548
3,42549
3,42550
5,42551
4,42552
1,42552
4,42553
1,42553
1,42554
1,42555
3,42556
3,42557
1,42557
3,42558
1,42558
3,42559
5,42560
4,42561
1,42561
3,42562
5,42563
4,42564
1,42564
3,42565
3,42566
1,42567
1,42568
1,42569
1,42569
3,42570
3,42571
1,42571
3,42572
5,42573
5,42574
1,42574
4,42575
1,42575
4,42576
1,42576
4,42577
1,42577
1,42577
1,42578
1,42579
1,42579
3,42580
3,42581
3,42582
1,42582
5,42583
5,42584
1,42584
4,42585
1,42585
4,42586
1,42586
1,42586
1,42587
3,42588
3,42589
1,42589
5,42590
4,42591
1,42591
1,42592
3,42593
3,42594
1,42594
3,42595
1,42595
5,42596
4,42597
1,42597
1,42598
1,42599
1,42599
3,42600
3,42601
1,42601
3,42602
1,42602
3,42603
1,42603
1,42603
5,42604
4,42605
1,42605
5,42606
1,42606
4,42607
1,42607
1,42607
1,42608
1,42609
3,42610
5,42611
3,42612
3,42613
1,42613
3,42614
5,42615
3,42616
3,42617
1,42617
5,42618
5,42619
4,42620
1,42620
4,42621
1,42621
1,42622
1,42623
1,42624
1,42624
3,42625
3,42626
1,42626
3,42627
5,42628
5,42629
5,42630
1,42630
3,42631
3,42632
3,42633
1,42633
3,42634
1,42634
3,42635
1,42635
3,42636
1,42636
1,42636
5,42637
5,42638
5,42639
1,42639
4,42640
1,42640
4,42641
1,42641
4,42642
1,42642
1,42642
1,42643
1,42644
3,42645
3,42646
3,42647
3,42648
3,42649
1,42649
3,42650
1,42650
5,42651
4,42652
1,42652
4,42653
1,42653
1,42654
1,42655
1,42656
1,42657
1,42657
3,42658
3,42659
3,42660
1,42660
3,42661
3,42662
3,42663
1,42663
3,42664
1,42664
3,42665
1,42665
3,42666
1,42666
1,42666
5,42667
5,42668
5,42669
1,42669
4,42670
1,42670
4,42671
1,42671
4,42672
1,42672
1,42672
1,42673
1,42674
3,42675
3,42676
3,42677
3,42678
3,42679
1,42679
5,42680
4,42681
1,42681
4,42682
1,42682
1,42683
1,42684
1,42685
1,42686
1,42686
3,42687
5,42688
3,42689
3,42690
1,42690
3,42691
3,42692
5,42693
3,42694
3,42695
1,42695
3,42696
1,42696
5,42697
1,42697
3,42698
1,42698
3,42699
1,42699
1,42699
5,42700
5,42701
5,42702
5,42703
1,42703
4,42704
1,42704
4,42705
1,42705
4,42706
1,42706
4,42707
1,42707
1,42707
3,42708
1,42709
3,42709
3,42710
3,42710
3,42711
5,42711
3,42712
1,42712
4,42712
3,42713
3,42713
3,42714
1,42714
3,42714
1,42715
3,42716
3,42717
3,42718
3,42719
1,42719
5,42720
4,42721
1,42721
1,42722
1,42723
3,42724
3,42725
3,42726
1,42726
3,42727
1,42727
3,42728
5,42729
4,42730
1,42730
3,42731
5,42732
4,42733
1,42733
1,42734
1,42735
1,42736
1,42736
1,42737
3,42738
1,42738
3,42739
5,42740
4,42741
1,42741
3,42742
3,42743
5,42744
4,42745
1,42745
3,42746
1,42746
5,42747
1,42747
4,42748
1,42748
1,42748
3,42749
5,42750
4,42751
1,42751
1,42753
1,42754
1,42755
1,42756
1,42757
1,42758
1,42759
1,42759
1,42760
1,42760
3,42761
3,42762
5,42763
5,42764
3,42765
3,42766
1,42766
3,42767
1,42767
3,42768
3,42769
1,42769
3,42770
1,42770
5,42771
5,42772
5,42773
1,42773
4,42774
1,42774
4,42775
1,42775
4,42776
1,42776
4,42777
1,42777
4,42778
1,42778
1,42778
4,42779
1,42779
1,42779
1,42780
1,42781
1,42781
3,42782
3,42783
1,42783
3,42784
1,42784
5,42785
5,42786
1,42786
4,42787
1,42787
4,42788
1,42788
1,42788
1,42789
1,42790
1,42791
1,42792
1,42792
1,42793
3,42794
3,42795
1,42795
3,42796
1,42796
5,42797
5,42798
1,42798
5,42799
4,42800
1,42800
4,42801
1,42801
4,42802
1,42802
1,42802
4,42803
1,42803
1,42804
3,42805
3,42806
3,42807
1,42807
5,42808
4,42809
1,42809
1,42810
1,42811
1,42811
1,42812
3,42813
3,42814
1,42814
3,42815
1,42815
3,42816
1,42816
3,42817
5,42818
5,42819
1,42819
5,42820
4,42821
1,42821
4,42822
1,42822
1,42822
4,42823
1,42823
1,42824
3,42825
3,42826
3,42827
1,42827
3,42828
3,42829
1,42829
5,42830
4,42831
1,42831
1,42832
3,42833
3,42834
3,42835
1,42835
3,42836
3,42837
1,42837
5,42838
4,42839
1,42839
1,42840
1,42841
1,42842
1,42842
1,42843
1,42844
1,42844
3,42845
3,42846
1,42846
3,42847
1,42847
3,42848
1,42848
3,42849
1,42849
1,42849
3,42850
3,42851
1,42851
3,42852
1,42852
3,42853
1,42853
1,42853
5,42854
5,42855
1,42855
5,42856
1,42856
4,42857
1,42857
4,42858
1,42858
1,42858
4,42859
1,42859
4,42860
1,42860
1,42860
1,42861
1,42862
1,42863
1,42863
1,42864
1,42864
3,42865
1,42865
3,42866
5,42867
4,42868
1,42868
4,42869
1,42869
5,42870
1,42870
4,42871
1,42871
1,42871
3,42872
3,42873
1,42873
5,42874
4,42875
1,42875
4,42876
1,42876
1,42876
1,42877
1,42878
3,42879
3,42880
3,42881
3,42882
1,42882
5,42883
5,42884
4,42885
1,42885
4,42886
1,42886
1,42887
1,42888
1,42889
1,42890
1,42890
1,42891
3,42892
3,42893
3,42894
1,42894
3,42895
3,42896
3,42897
3,42898
1,42898
3,42899
1,42899
3,42900
1,42900
3,42901
1,42901
1,42901
5,42902
5,42903
5,42904
1,42904
5,42905
4,42906
1,42906
4,42907
1,42907
4,42908
1,42908
1,42908
4,42909
1,42909
1,42910
1,42911
1,42912
1,42913
1,42913
3,42914
3,42915
1,42915
3,42916
1,42916
3,42917
3,42918
1,42918
3,42919
1,42919
3,42920
1,42920
1,42920
5,42921
5,42922
1,42922
4,42923
1,42923
4,42924
1,42924
4,42925
1,42925
1,42925
1,42926
1,42927
1,42928
1,42928
3,42929
1,42929
3,42930
3,42931
1,42931
3,42932
3,42933
1,42933
3,42934
1,42934
3,42935
1,42935
3,42936
1,42936
1,42936
5,42937
5,42938
1,42938
4,42939
1,42939
4,42940
1,42940
4,42941
1,42941
1,42941
1,42942
1,42943
1,42944
1,42945
1,42945
1,42946
1,42946
3,42947
5,42948
3,42949
1,42949
3,42950
3,42951
1,42951
5,42952
1,42952
3,42953
3,42954
1,42954
3,42955
1,42955
3,42956
1,42956
3,42957
1,42957
1,42957
5,42958
5,42959
1,42959
5,42960
1,42960
4,42961
1,42961
4,42962
1,42962
4,42963
1,42963
1,42963
4,42964
1,42964
1,42964
3,42965
5,42966
3,42967
1,42967
5,42968
1,42968
3,42969
5,42970
3,42971
3,42972
5,42973
5,42974
5,42975
5,42976
5,42977
5,42978
4,42979
1,42979
4,42980
1,42980
1,42981
1,42982
1,42983
1,42983
1,42984
1,42984
3,42985
3,42986
3,42987
3,42988
5,42989
5,42990
4,42991
1,42991
4,42992
1,42992
5,42993
5,42994
4,42995
1,42995
4,42996
1,42996
4,42997
1,42997
1,42997
4,42998
1,42998
1,42998
1,42999
1,43000
1,43001
1,43002
1,43002
3,43003
3,43004
5,43005
5,43006
3,43007
1,43007
5,43008
1,43008
3,43009
3,43010
3,43011
3,43012
1,43012
5,43013
5,43014
5,43015
1,43015
4,43016
1,43016
4,43017
1,43017
4,43018
1,43018
4,43019
1,43019
1,43019
1,43020
1,43021
3,43022
5,43023
3,43024
5,43025
3,43026
3,43027
3,43028
3,43029
5,43030
5,43031
4,43032
1,43032
4,43033
1,43033
1,43034
1,43035
1,43036
1,43037
1,43038
1,43039
1,43040
1,43040
1,43041
1,43041
3,43042
3,43043
5,43044
5,43045
3,43046
3,43047
3,43048
1,43048
3,43049
1,43049
3,43050
3,43051
5,43052
5,43053
5,43054
5,43055
5,43056
1,43056
5,43057
1,43057
4,43058
1,43058
4,43059
1,43059
4,43060
1,43060
4,43061
1,43061
4,43062
1,43062
1,43062
4,43063
1,43063
1,43063
1,43064
1,43065
1,43065
1,43066
1,43066
3,43067
3,43068
1,43068
3,43069
1,43069
5,43070
5,43071
1,43071
3,43072
3,43073
1,43073
5,43074
5,43075
1,43075
5,43076
1,43076
4,43077
1,43077
4,43078
1,43078
1,43078
4,43079
1,43079
1,43079
1,43080
3,43080
3,43081
3,43081
5,43082
3,43082
4,43083
1,43083
3,43083
1,43084
1,43085
1,43086
1,43087
1,43087
1,43088
1,43089
1,43089
3,43090
3,43091
1,43091
3,43092
1,43092
5,43093
5,43094
5,43095
1,43095
3,43096
5,43097
5,43098
5,43099
1,43099
5,43100
5,43101
1,43101
4,43102
1,43102
4,43103
1,43103
4,43104
1,43104
1,43104
4,43105
1,43105
4,43106
1,43106
1,43106
1,43107
3,43107
1,43108
3,43108
1,43109
5,43109
1,43110
1,43110
1,43111
1,43111
4,43111
1,43112
3,43112
1,43113
1,43113
3,43113
1,43114
3,43114
1,43115
5,43115
1,43116
1,43116
4,43116
1,43117
3,43117
3,43118
3,43118
3,43119
5,43119
3,43120
1,43120
4,43120
3,43121
3,43121
3,43122
1,43122
3,43122
5,43123
3,43123
3,43124
5,43124
3,43125
5,43125
3,43126
1,43126
4,43126
5,43127
3,43127
5,43128
5,43128
5,43129
1,43129
4,43129
5,43130
3,43130
5,43131
1,43131
3,43131
4,43132
1,43132
3,43132
4,43133
1,43133
5,43133
4,43134
1,43134
1,43134
4,43134
4,43135
1,43135
3,43135
4,43136
1,43136
1,43136
3,43136
1,43137
1,43138
1,43139
3,43140
5,43141
3,43142
3,43143
